Census 2021 Super Data Zone Code,Census 2021 Super Data Zone Label,Economic Activity - 9 Categories Code,Economic Activity - 9 Categories Label,Count
N21000711,Newry_F,7,Economically inactive: Long-term sick or disabled,238
N21000711,Newry_F,8,Economically inactive: Other,96
N21000711,Newry_F,-8,No code required,590
N21000712,Newry_G,1,Economically active: Employee (including full-time students),808
N21000712,Newry_G,2,Economically active: Self-employed (including full-time students),99
N21000712,Newry_G,3,Economically active: Unemployed (including full-time students),41
N21000712,Newry_G,4,Economically inactive: Retired,326
N21000712,Newry_G,5,Economically inactive: Student,70
N21000712,Newry_G,6,Economically inactive: Looking after home or family,78
N21000712,Newry_G,7,Economically inactive: Long-term sick or disabled,189
N21000712,Newry_G,8,Economically inactive: Other,57
N21000712,Newry_G,-8,No code required,336
N21000713,Newry_H,1,Economically active: Employee (including full-time students),536
N21000713,Newry_H,2,Economically active: Self-employed (including full-time students),41
N21000713,Newry_H,3,Economically active: Unemployed (including full-time students),52
N21000713,Newry_H,4,Economically inactive: Retired,251
N21000713,Newry_H,5,Economically inactive: Student,58
N21000713,Newry_H,6,Economically inactive: Looking after home or family,107
N21000713,Newry_H,7,Economically inactive: Long-term sick or disabled,200
N21000713,Newry_H,8,Economically inactive: Other,72
N21000713,Newry_H,-8,No code required,283
N21000714,Newry_J,1,Economically active: Employee (including full-time students),675
N21000714,Newry_J,2,Economically active: Self-employed (including full-time students),81
N21000714,Newry_J,3,Economically active: Unemployed (including full-time students),45
N21000714,Newry_J,4,Economically inactive: Retired,299
N21000714,Newry_J,5,Economically inactive: Student,68
N21000714,Newry_J,6,Economically inactive: Looking after home or family,96
N21000714,Newry_J,7,Economically inactive: Long-term sick or disabled,162
N21000714,Newry_J,8,Economically inactive: Other,55
N21000714,Newry_J,-8,No code required,360
N21000715,Newry_K,1,Economically active: Employee (including full-time students),944
N21000715,Newry_K,2,Economically active: Self-employed (including full-time students),143
N21000715,Newry_K,3,Economically active: Unemployed (including full-time students),48
N21000715,Newry_K,4,Economically inactive: Retired,308
N21000715,Newry_K,5,Economically inactive: Student,85
N21000715,Newry_K,6,Economically inactive: Looking after home or family,87
N21000715,Newry_K,7,Economically inactive: Long-term sick or disabled,70
N21000715,Newry_K,8,Economically inactive: Other,53
N21000715,Newry_K,-8,No code required,511
N21000716,Newry_L,1,Economically active: Employee (including full-time students),1034
N21000716,Newry_L,2,Economically active: Self-employed (including full-time students),163
N21000716,Newry_L,3,Economically active: Unemployed (including full-time students),80
N21000716,Newry_L,4,Economically inactive: Retired,350
N21000716,Newry_L,5,Economically inactive: Student,91
N21000716,Newry_L,6,Economically inactive: Looking after home or family,147
N21000716,Newry_L,7,Economically inactive: Long-term sick or disabled,186
N21000716,Newry_L,8,Economically inactive: Other,101
N21000716,Newry_L,-8,No code required,523
N21000717,Newry_N,1,Economically active: Employee (including full-time students),851
N21000717,Newry_N,2,Economically active: Self-employed (including full-time students),251
N21000717,Newry_N,3,Economically active: Unemployed (including full-time students),47
N21000717,Newry_N,4,Economically inactive: Retired,337
N21000717,Newry_N,5,Economically inactive: Student,125
N21000717,Newry_N,6,Economically inactive: Looking after home or family,116
N21000717,Newry_N,7,Economically inactive: Long-term sick or disabled,110
N21000717,Newry_N,8,Economically inactive: Other,61
N21000717,Newry_N,-8,No code required,505
N21000718,Newry_P,1,Economically active: Employee (including full-time students),667
N21000718,Newry_P,2,Economically active: Self-employed (including full-time students),146
N21000718,Newry_P,3,Economically active: Unemployed (including full-time students),44
N21000718,Newry_P,4,Economically inactive: Retired,226
N21000718,Newry_P,5,Economically inactive: Student,99
N21000718,Newry_P,6,Economically inactive: Looking after home or family,130
N21000718,Newry_P,7,Economically inactive: Long-term sick or disabled,123
N21000718,Newry_P,8,Economically inactive: Other,57
N21000718,Newry_P,-8,No code required,485
N21000719,Crotlieve_A,1,Economically active: Employee (including full-time students),1145
N21000719,Crotlieve_A,2,Economically active: Self-employed (including full-time students),381
N21000719,Crotlieve_A,3,Economically active: Unemployed (including full-time students),25
N21000719,Crotlieve_A,4,Economically inactive: Retired,340
N21000719,Crotlieve_A,5,Economically inactive: Student,117
N21000719,Crotlieve_A,6,Economically inactive: Looking after home or family,112
N21000719,Crotlieve_A,7,Economically inactive: Long-term sick or disabled,96
N21000719,Crotlieve_A,8,Economically inactive: Other,46
N21000719,Crotlieve_A,-8,No code required,682
N21000720,Crotlieve_B,1,Economically active: Employee (including full-time students),999
N21000720,Crotlieve_B,2,Economically active: Self-employed (including full-time students),364
N21000720,Crotlieve_B,3,Economically active: Unemployed (including full-time students),51
N21000720,Crotlieve_B,4,Economically inactive: Retired,277
N21000720,Crotlieve_B,5,Economically inactive: Student,119
N21000720,Crotlieve_B,6,Economically inactive: Looking after home or family,111
N21000720,Crotlieve_B,7,Economically inactive: Long-term sick or disabled,105
N21000720,Crotlieve_B,8,Economically inactive: Other,61
N21000720,Crotlieve_B,-8,No code required,697
N21000721,Crotlieve_C,1,Economically active: Employee (including full-time students),1138
N21000721,Crotlieve_C,2,Economically active: Self-employed (including full-time students),281
N21000721,Crotlieve_C,3,Economically active: Unemployed (including full-time students),51
N21000721,Crotlieve_C,4,Economically inactive: Retired,324
N21000721,Crotlieve_C,5,Economically inactive: Student,112
N21000721,Crotlieve_C,6,Economically inactive: Looking after home or family,108
N21000721,Crotlieve_C,7,Economically inactive: Long-term sick or disabled,130
N21000721,Crotlieve_C,8,Economically inactive: Other,79
N21000721,Crotlieve_C,-8,No code required,806
N21000722,Crotlieve_D,1,Economically active: Employee (including full-time students),593
N21000722,Crotlieve_D,2,Economically active: Self-employed (including full-time students),163
N21000722,Crotlieve_D,3,Economically active: Unemployed (including full-time students),37
N21000722,Crotlieve_D,4,Economically inactive: Retired,151
N21000722,Crotlieve_D,5,Economically inactive: Student,89
N21000722,Crotlieve_D,6,Economically inactive: Looking after home or family,94
N21000722,Crotlieve_D,7,Economically inactive: Long-term sick or disabled,94
N21000722,Crotlieve_D,8,Economically inactive: Other,60
N21000722,Crotlieve_D,-8,No code required,440
N21000723,Crotlieve_E,1,Economically active: Employee (including full-time students),806
N21000723,Crotlieve_E,2,Economically active: Self-employed (including full-time students),209
N21000723,Crotlieve_E,3,Economically active: Unemployed (including full-time students),51
N21000723,Crotlieve_E,4,Economically inactive: Retired,216
N21000723,Crotlieve_E,5,Economically inactive: Student,106
N21000723,Crotlieve_E,6,Economically inactive: Looking after home or family,118
N21000723,Crotlieve_E,7,Economically inactive: Long-term sick or disabled,92
N21000723,Crotlieve_E,8,Economically inactive: Other,58
N21000723,Crotlieve_E,-8,No code required,606
N21000724,Crotlieve_F,1,Economically active: Employee (including full-time students),993
N21000724,Crotlieve_F,2,Economically active: Self-employed (including full-time students),230
N21000724,Crotlieve_F,3,Economically active: Unemployed (including full-time students),39
N21000724,Crotlieve_F,4,Economically inactive: Retired,327
N21000724,Crotlieve_F,5,Economically inactive: Student,142
N21000724,Crotlieve_F,6,Economically inactive: Looking after home or family,75
N21000724,Crotlieve_F,7,Economically inactive: Long-term sick or disabled,70
N21000724,Crotlieve_F,8,Economically inactive: Other,28
N21000724,Crotlieve_F,-8,No code required,585
N21000725,Crotlieve_G,1,Economically active: Employee (including full-time students),1201
N21000725,Crotlieve_G,2,Economically active: Self-employed (including full-time students),395
N21000725,Crotlieve_G,3,Economically active: Unemployed (including full-time students),49
N21000725,Crotlieve_G,4,Economically inactive: Retired,381
N21000725,Crotlieve_G,5,Economically inactive: Student,176
N21000725,Crotlieve_G,6,Economically inactive: Looking after home or family,114
N21000725,Crotlieve_G,7,Economically inactive: Long-term sick or disabled,109
N21000725,Crotlieve_G,8,Economically inactive: Other,76
N21000725,Crotlieve_G,-8,No code required,719
N21000726,Crotlieve_H,1,Economically active: Employee (including full-time students),1198
N21000726,Crotlieve_H,2,Economically active: Self-employed (including full-time students),199
N21000726,Crotlieve_H,3,Economically active: Unemployed (including full-time students),97
N21000726,Crotlieve_H,4,Economically inactive: Retired,410
N21000726,Crotlieve_H,5,Economically inactive: Student,144
N21000726,Crotlieve_H,6,Economically inactive: Looking after home or family,151
N21000726,Crotlieve_H,7,Economically inactive: Long-term sick or disabled,175
N21000726,Crotlieve_H,8,Economically inactive: Other,75
N21000726,Crotlieve_H,-8,No code required,669
N21000727,Crotlieve_J,1,Economically active: Employee (including full-time students),613
N21000727,Crotlieve_J,2,Economically active: Self-employed (including full-time students),200
N21000727,Crotlieve_J,3,Economically active: Unemployed (including full-time students),39
N21000727,Crotlieve_J,4,Economically inactive: Retired,379
N21000727,Crotlieve_J,5,Economically inactive: Student,80
N21000727,Crotlieve_J,6,Economically inactive: Looking after home or family,54
N21000727,Crotlieve_J,7,Economically inactive: Long-term sick or disabled,49
N21000727,Crotlieve_J,8,Economically inactive: Other,26
N21000727,Crotlieve_J,-8,No code required,348
N21000728,Crotlieve_K,1,Economically active: Employee (including full-time students),976
N21000728,Crotlieve_K,2,Economically active: Self-employed (including full-time students),160
N21000728,Crotlieve_K,3,Economically active: Unemployed (including full-time students),98
N21000728,Crotlieve_K,4,Economically inactive: Retired,549
N21000728,Crotlieve_K,5,Economically inactive: Student,86
N21000728,Crotlieve_K,6,Economically inactive: Looking after home or family,117
N21000728,Crotlieve_K,7,Economically inactive: Long-term sick or disabled,249
N21000728,Crotlieve_K,8,Economically inactive: Other,93
N21000728,Crotlieve_K,-8,No code required,477
N21000729,Crotlieve_L,1,Economically active: Employee (including full-time students),755
N21000729,Crotlieve_L,2,Economically active: Self-employed (including full-time students),229
N21000729,Crotlieve_L,3,Economically active: Unemployed (including full-time students),78
N21000729,Crotlieve_L,4,Economically inactive: Retired,512
N21000729,Crotlieve_L,5,Economically inactive: Student,112
N21000729,Crotlieve_L,6,Economically inactive: Looking after home or family,128
N21000729,Crotlieve_L,7,Economically inactive: Long-term sick or disabled,153
N21000729,Crotlieve_L,8,Economically inactive: Other,82
N21000729,Crotlieve_L,-8,No code required,452
